2020-09-11,ElectionRobot,954
2020-09-15,GlobalNewsXL,439
2020-10-15,TheLibertyWarr1,399
2020-10-05,VoteBh2020,361
2020-09-11,MissRed80614542,341
2020-09-16,VOTEearlyBLUE,301
2020-09-29,ChenapanVilain,266
2020-09-29,Putins_GOP,238
2020-09-14,marceselvis,219
2020-09-07,CPAmichaelT,216
